canonical_smiles,affinity_nM
COc1ccc(N2CCC2=O)nc1C#C[C@]1(CN2Cc3ccc(OC)c(F)c3C2=O)NC(=O)NC1=O,0.426
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(N5CCOCC5)n4)c(F)c3)NC(=O)NC1=O)C2,0.429
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCNC[C@@H]4C)cc3)NC(=O)NC1=O)C2,0.43
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4c(-c5cccnc5)n[nH]c4=O)cc3)NC(=O)NC1=O)C2,0.43
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cnc(N4CCC(=O)CC4)nc3N)NC(=O)NC1=O)C2,0.43
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cc(Br)ccc3O)NC(=O)NC1=O)C2,0.43
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(NCCN(C)C)nc3)NC(=O)NC1=O)C2,0.43
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(CN4CCOCC4)nc3)NC(=O)NC1=O)C2,0.437
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=O)s3)NC(=O)NC1=O)C2,0.44
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4ccnc4)cc3OC)NC(=O)NC1=O)C2,0.44
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4ccnc4)cc3)NC(=O)NC1=O)C2,0.44
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(-c5ccncc5)n[nH]c4c3)NC(=O)NC1=O)C2,0.444
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cc[nH]n4)nc3)NC(=O)NC1=O)C2,0.45
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C(N)=O)CCN(C)CC4)cc3)NC(=O)NC1=O)C2,0.45
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(=O)N4CCN(C5CCCCC5)CC4)cc3)NC(=O)NC1=O)C2,0.452
CCN1CCN(c2ccc(OC)c(-c3ccc(C#C[C@]4(CN5Cc6ccc(OC)cc6C5=O)NC(=O)NC4=O)cc3)n2)CC1,0.46
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)C(C)Oc3cccnc3-4)NC(=O)NC1=O)C2,0.46
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccnc(SC)n3)NC(=O)NC1=O)C2,0.467
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CC4CCN(C)CC4)nc3)NC(=O)NC1=O)C2,0.47
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N)ccc3O)NC(=O)NC1=O)C2,0.47
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)c(N)nn4C)NC(=O)NC1=O)C2,0.477
COc1ccc2c(c1)CCN(C[C@@]1(C#Cc3ccc(C(=NO)N4CCCN(C)CC4)cc3)NC(=O)NC1=O)C2=O,0.48
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(N)nn(C)c4c3)NC(=O)NC1=O)C2,0.487
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CN4CCN(c5nccs5)CC4)cc3)NC(=O)NC1=O)C2,0.49
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccc(N4CCSCC4)n3)NC(=O)NC1=O)C2,0.5
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N4CCC(=O)CC4)nc3)NC(=O)NC1=O)C2,0.5
CON=C(c1ccc(C#C[C@]2(CN3Cc4ccc(OC)cc4C3=O)NC(=O)NC2=O)cc1)N1CCOCC1,0.5
CCN1CCN(C(C)c2ccc(C#C[C@]3(CN4Cc5ccc(OC)c(F)c5C4=O)NC(=O)NC3=O)cc2)CC1,0.509
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4cncn4)cc3)NC(=O)NC1=O)C2,0.51
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(N5CCOCC5)n4)cc3)NC(=O)NC1=O)C2,0.512
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4cnc(CCNC(C)=O)c4)cc3)NC(=O)NC1=O)C2,0.52
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cnc(C)[nH]c3=O)NC(=O)NC1=O)C2,0.52
O=C1CCC(N2Cc3c(OCc4ccc(OCCN5CCCC5)cc4)cccc3C2=O)C(=O)N1,0.52
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(CN)N4CCC(NC(=O)OC(C)(C)C)C4)cc3)NC(=O)NC1=O)C2,0.52
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cnccc4C)nc3)NC(=O)NC1=O)C2,0.52
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)c(N)nn4CCN(C)C)NC(=O)NC1=O)C2,0.521
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(=O)N4CCC(N5CCCCC5)CC4)cc3)NC(=O)NC1=O)C2,0.523
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(CN4CCSCC4)nc3)NC(=O)NC1=O)C2,0.527
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cccc4c3CCC43NC(=O)NC3=O)NC(=O)NC1=O)C2,0.53
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cncc(C(=O)NN)c3)NC(=O)NC1=O)C2,0.534
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CC4(C)NC(=O)NC4=O)cc3)NC(=O)NC1=O)C2,0.54
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CCN)cc3)NC(=O)NC1=O)C2,0.55
CCN1CCN(Cc2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cn2)CC1,0.55
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3c[nH]c4nc(=O)oc-4c3)NC(=O)NC1=O)C2,0.56
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(CN)N4CCC(N)C4)cc3)NC(=O)NC1=O)C2,0.56
COC(=O)C(c1ccc(C#C[C@]2(CN3Cc4ccc(OC)cc4C3=O)NC(=O)NC2=O)cc1)N1CCCNCC1,0.57
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(C4(O)CCNCC4)cc3)NC(=O)NC1=O)C2,0.57
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(c4ccc[nH]4)c4ccc[nH]4)cc3)NC(=O)NC1=O)C2,0.58
O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,0.59
CCC1(c2ccc(C#CC3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)NC(=O)NC1=O,0.59
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4cnc(CCNC(C)=O)c4)nc3)NC(=O)NC1=O)C2,0.6
CCNC(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,0.6
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4cn[nH]c4=O)cc3)NC(=O)NC1=O)C2,0.6
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N4CCNCC4)cc3)NC(=O)NC1=O)C2,0.61
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4ccc(N5CCNCC5)nc4)ccc3OC)NC(=O)NC1=O)C2,0.62
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cn[nH]c4N)cc3)NC(=O)NC1=O)C2,0.62
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4=NCCN4)cc3)NC(=O)NC1=O)C2,0.63
CCN1CCC(C(=O)O)(c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,0.644
CCN1CCN(Cc2ccc(C#C[C@]3(CN4Cc5ccc(OC)c(F)c5C4=O)NC(=O)NC3=O)cc2F)CC1,0.652
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cccnc3N3CCN(C)CC3)NC(=O)NC1=O)C2,0.66
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4nc(-c5cnn(C)c5)ccc4OC(=O)C(C)C)cc3)NC(=O)NC1=O)C2,0.673
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N4CCCCC4=O)cc3)NC(=O)NC1=O)C2,0.68
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4[C@H](C)CNC[C@@H]4C)cc3)NC(=O)NC1=O)C2,0.68
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)C3(CC4)NC(=O)NC3=O)NC(=O)NC1=O)C2,0.68
C#C[C@]1(CN2Cc3ccc(OC)c(F)c3C2=O)NC(=O)NC1=O,0.68
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N4C[C@@H](O)CC4=O)ccc3OC)NC(=O)NC1=O)C2,0.688
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4nc(-c5cnn(C)c5)ccc4OC(=O)C(C)(C)C)cc3)NC(=O)NC1=O)C2,0.699
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cncc(C(N=O)N4CCCN(C)CC4)c3)NC(=O)NC1=O)C2,0.71
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N4C[C@H](O)CC4=O)ccc3OC)NC(=O)NC1=O)C2,0.73
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4cccc(O)c4)ccc3OC)NC(=O)NC1=O)C2,0.73
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cnc(N)c(C(=O)NS(C)(=O)=O)c3)NC(=O)NC1=O)C2,0.73
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(CN4CCc5ccc(F)cc5C4)nc3)NC(=O)NC1=O)C2,0.73
COC(=O)Cc1ccc(C#C[C@]2(CN3Cc4ccc(OC)cc4C3=O)NC(=O)NC2=O)cc1,0.74
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4=NCCN4)c(C)c3)NC(=O)NC1=O)C2,0.75
CCN1CCN(c2n[nH]c3ccc(C#C[C@]4(CN5Cc6ccc(OC)cc6C5=O)NC(=O)NC4=O)cc23)CC1,0.754
CCNc1nnc(-c2ccc(OC)c(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)n2)o1,0.77
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(CN4CCN(c5ccncc5)CC4)nc3)NC(=O)NC1=O)C2,0.77
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N4C(=O)CCC4(C(=O)O)C(C)(C)O)nc3)NC(=O)NC1=O)C2,0.77
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(O)CCNCC4)cc3)NC(=O)NC1=O)C2,0.79
O=C1CCC(N2Cc3c(OCc4ccc(CCN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,0.79
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(CN5Cc6cc(O)ccc6C5=O)NC(=O)NC4=O)cc3)NC(=O)NC1=O)C2,0.81
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(C(CN)N4CCC(NC(=O)OC(C)(C)C)C4)cc3)NC(=O)NC1=O)C2,0.82
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cccnc3NCCN(C)C)NC(=O)NC1=O)C2,0.83
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(N5CCN(C6CCCCC6)CC5)n4)cc3)NC(=O)NC1=O)C2,0.835
COc1cccc2c1ncc1c(=O)n(-c3ccc(Cl)cc3)c(=O)n(C3CCC(C)CC3)c12,0.9
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4ccc(S(=O)(=O)NC5CC5)cc4)ccc3OC)NC(=O)NC1=O)C2,0.9
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3c(C)ncc(C(=O)O)c3O)NC(=O)NC1=O)C2,0.91
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cnccc4OC)nc3)NC(=O)NC1=O)C2,0.92
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4cnc(N(C)C)nc4)ccc3OC)NC(=O)NC1=O)C2,0.93
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cncc(-c4ccc(C(N)=O)cc4)c3)NC(=O)NC1=O)C2,0.94
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cncc(NS(=O)(=O)C(C)C)c3)NC(=O)NC1=O)C2,0.95
O=C1CCC(N2Cc3c(OCc4ccc(OCCN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,0.96
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=O)c(F)c3)NC(=O)NC1=O)C2,0.96
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N4C(=O)CC[C@H]4CO)ccc3OC)NC(=O)NC1=O)C2,0.97
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ncc(NCc4nccc(=O)[nH]4)cc3OC)NC(=O)NC1=O)C2,0.98
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CN=Nc4ccccc4)cc3)NC(=O)NC1=O)C2,0.986
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(=O)c4ccccc4)CC3)c12,1.0
COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCN(C(=O)OC(C)(C)C)CC3)c12,1.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(=O)OC(C)(C)C)CC3)c12,1.0
CCCCn1c(=O)n(-c2cccc(C)c2)c(=O)c2cnc3c(OC)cccc3c21,1.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(C(=O)O)CC3)c12,1.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(C)c3)c(=O)n(C3CCC(C)CC3)c12,1.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)c4ccccc4)CC3)c12,1.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N(c4cccnc4)C4CCNCC4)nc3)NC(=O)NC1=O)C2,1.02
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4ccc(C#N)nc4)ccc3OC)NC(=O)NC1=O)C2,1.02
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(OC)nc3OC)NC(=O)NC1=O)C2,1.09
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4nc(-c5cnn(C)c5)ccc4OC(=O)C(C)(C)C)c(F)c3)NC(=O)NC1=O)C2,1.09
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4cccc(C#N)c4)ccc3OC)NC(=O)NC1=O)C2,1.1
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cnc(N4CCC5(CC4)NC(=O)NC5=O)nc3N)NC(=O)NC1=O)C2,1.1
CCN1CCN(C(=O)C2CCC(=O)N2c2ccc(OC)c(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)n2)CC1,1.15
CCN1CCN(C(=O)C2CC(=O)N(c3ccc(C#C[C@]4(CN5Cc6ccc(OC)cc6C5=O)NC(=O)NC4=O)cc3)C2)CC1,1.2
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(CN4CCCCC4)nc3)NC(=O)NC1=O)C2,1.21
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4ccc(F)cc4O)nc3)NC(=O)NC1=O)C2,1.28
CCN1CCN(C(=O)c2ccc(OC)c(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)n2)CC1,1.36
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N4CCN(c5ccncc5)CC4)ccc3OC)NC(=O)NC1=O)C2,1.37
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=O)nc3)NC(=O)NC1=O)C2,1.4
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(N5CCN(C6CCCCC6)CC5)n4)c(F)c3)NC(=O)NC1=O)C2,1.49
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N4C(=O)CCC4C)ccc3OC)NC(=O)NC1=O)C2,1.52
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4cncc(C#N)c4)ccc3OC)NC(=O)NC1=O)C2,1.53
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(N4C(=O)CC[C@@H]4CO)ccc3OC)NC(=O)NC1=O)C2,1.55
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(=O)NS(C)(=O)=O)nc3)NC(=O)NC1=O)C2,1.67
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4ccccc4O)nc3)NC(=O)NC1=O)C2,1.67
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cncc(NC(C)=O)c3)NC(=O)NC1=O)C2,1.71
COCCN1CCN(c2ccc(OC)c(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)n2)CC1,1.77
O=C1CCC(N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,1.8
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(N5CCSCC5)n4)cc3)NC(=O)NC1=O)C2,1.89
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(C)=O)CC3)c12,2.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(F)(F)CC3)c12,2.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(CC3CCN(S(C)(=O)=O)CC3)c12,2.0
COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCCC3)c12,2.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCN(C(=O)OC(C)(C)C)C3)c12,2.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(C(=O)N4CCN(C)CC4)ccc3OC)NC(=O)NC1=O)C2,2.02
COc1ccc2c(c1Cl)C(=O)N(CC1(C#Cc3cccnc3)NC(=O)NC1=O)C2,2.35
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(C)(=O)=O)CC3)c12,2.4
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(N5CCSCC5)n4)cc3)NC(=O)NC1=O)C2,3.45
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(Cl)c4O)nc3)NC(=O)NC1=O)C2,3.53
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cccc(C)c4O)nc3)NC(=O)NC1=O)C2,3.54
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(-c4n[nH]c(=O)n4C4CCN(C)CC4)ccc3OC)NC(=O)NC1=O)C2,3.71
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCCCC3)c12,4.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(C)CC3)c12,4.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3nc(C(=O)N4CCNCC4)ccc3OC)NC(=O)NC1=O)C2,4.5
CN(C)C(C(=O)Nc1ccc2cnccc2c1)c1ccc(COC(=O)CCC(=O)OCC(=O)[C@@]23OC(C)(C)O[C@@H]2C[C@H]2[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]23C)cc1,4.5
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCNCC3)c12,5.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc([C@@]4(CN)NC(=O)NC4=O)cc3)NC(=O)NC1=O)C2,5.6
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(NS(C)(=O)=O)CC3)c12,6.0
CCc1cccc(-n2c(=O)c3cnc4c(OC)cccc4c3n(C3CCCC3)c2=O)c1,6.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(C)c3)c(=O)n(C3CCCC3)c12,6.0
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCn5cc(CCCN6CCC7(CC6)CCN(C(=O)CC[C@H](NC(=O)c6ccc(NCc8cnc9nc(N)nc(O)c9n8)cc6)C(=O)O)CC7)nn5)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,7.6
COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCN(S(C)(=O)=O)CC3)c12,8.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCCC3)c12,9.0
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCOCCN5CCC6(CC5)CCN(C(=O)CC[C@H](NC(=O)c5ccc(NCc7cnc8nc(N)nc(O)c8n7)cc5)C(=O)O)CC6)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,9.0
O=C1CC[C@@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,9.5
C[C@@]1(O)CCCN(S(=O)(=O)c2ccc(OCc3ccc(F)cc3Cl)cc2)[C@H]1C(=O)NO,10.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4ccc(-c5cccc(N6CCSCC6)n5)cc4)cc3)NC(=O)NC1=O)C2,10.3
COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)ccn2)cc(OCCOCCOCC(=O)O)c1,10.8
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCOCCOCCOCCN5CCN(C(=O)CC[C@H](NC(=O)c6ccc(N(C)Cc7cnc8nc(N)[nH]c(=O)c8n7)cc6)C(=O)O)CC5)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,13.0
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCOCCOCCOCCOCCOCCn5cc(CC[C@H](NC(=O)c6ccc(N(C)Cc7ccc8nc(N)[nH]c(=O)c8c7)cc6)C(=O)O)nn5)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,13.0
C[C@@H](Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1,14.0
C[C@@H](Nc1c(Cl)cnc2ccc(-c3ccc(S(C)(=O)=O)nc3)cc12)c1ccccc1F,15.0
CCOc1ncc(-c2ccc3ncc(Cl)c(N[C@H](C)c4ccccc4F)c3c2)cn1,15.0
