canonical_smiles,affinity_nM
Cc1nc(N2CCN(c3ccccn3)CC2)c2c(C)c(C(=O)N3CCN(c4ccc(F)cc4)CC3)sc2n1,6022.5
COc1cccc(OCCOc2ccc(C=C3SC(S)=NC3=O)cc2)c1,6044.0
O=C(c1ccc(Cn2c(=S)[nH]c3ccccc3c2=O)cc1)N1CCN(c2ccccn2)CC1,6046.0
COc1ccc(NS(=O)(=O)c2ccc(-c3cnc(C4CC4)o3)cc2)cc1OC,6050.5
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(-c2cc(Cl)ccc2O)n[nH]1,6053.0
Cc1ccc(-c2c(C#N)c(N)n3c(nc4ccccc43)c2C#N)cc1,6058.5
COc1ccc(-c2c[nH]nc2-c2ccc(OCc3ccccc3F)cc2O)cc1OC,6092.0
Cc1cc(NC(=O)CCS(=O)(=O)c2nc(-c3ccccc3)cc(C(F)(F)F)n2)no1,6105.5
Cc1nc2ccc(NC(=O)c3cccc(S(=O)(=O)N(C)c4ccccc4)c3)cc2s1,6114.0
CCn1c(SCC(=O)Nc2nc(-c3ccccc3)cs2)nnc1-c1ccccc1,6129.0
Cc1cc(C)nc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n1,6200.0
CCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cc(OC)c(OC)c(OC)c1)C2,6210.0
Oc1c(CN2CCN(c3ccccn3)CC2)cc(Cl)c2cccnc12,6233.5
CCOC(=O)C1=C(Cc2ccc(Cl)cc2)C(=O)c2ccccc2C1=O,6240.0
O=[N+]([O-])c1ccc(O)c(Nc2ncnc3ccc(Br)cc23)c1,6280.0
[C]c1ccc(C(=O)[N]C(=C(Cl)Cl)S(=O)(=O)c2ccc([C])cc2)cc1,6282.5
Cc1nc2c(Br)cc(Br)cc2cc1O,6296.0
Cc1ccc(NS(=O)(=O)c2cc(NC(=O)c3ccc4c(c3)NC(=O)CS4)ccc2Cl)c(C)c1,6296.0
Cc1onc(-c2ccccc2)c1C(=O)Nc1ncc([N+](=O)[O-])s1,6310.0
CCCC[C@@H]1OC(=O)C2=CCCC[C@H]21,6380.0
CC(Sc1nnc2c(n1)[nH]c1ccccc12)C(=O)N(C)C1CCCCC1,6407.0
Cc1cc(C)c(C#N)c(SCc2nnc(-c3ccccc3)o2)n1,6413.25
Fc1ccc(F)c(CNc2ncnc3cc(Cl)ccc23)c1,6416.0
COc1ccc([CH+][N-]NS(=O)(=O)c2ccc(F)cc2)cc1COc1cc(F)ccc1[N+](=O)[O-],6446.5
FC(F)(F)c1cnc(NNC(=S)Nc2ccccc2Cl)c(Cl)c1,6486.5
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(C)N4C(C)=O)CC2)cc1,6500.0
O=S(=O)(Nc1cccc(-c2cn3cccnc3n2)c1)c1ccc(-c2ccccc2)cc1,6517.0
Cc1c(C=NNC(=O)c2ccccc2O)c2ccccn2c1C(=O)c1ccc(F)cc1,6521.0
O=C(NN=Cc1cccc2cccnc12)c1ccccc1O,6521.0
COCCN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccccc1C,6535.5
O=C(Cc1ccc(Br)cc1)Nc1ncc([N+](=O)[O-])s1,6547.5
CCS(=O)(=O)c1nnnn1-c1ccccc1S(C)(=O)=O,6549.5
COc1ccccc1NS(=O)(=O)c1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,6588.5
Cc1nn(-c2ccccc2)c2nc(C(Cl)(Cl)Cl)[nH]c(=O)c12,6620.0
Cc1nc(N2CCN(c3ccccn3)CC2)c2c(C)c(C(=O)N3CCN(c4ccccc4F)CC3)sc2n1,6620.5
CC1CCN(S(=O)(=O)c2nnc(NC(=O)c3cccc(Cl)c3)s2)CC1,6640.0
COc1ccccc1N1CCN(c2ncnc3sc(C)c(-c4ccccc4)c23)CC1,6681.5
CN(C)S(=O)(=O)Oc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1,6708.5
Cc1ccc(-c2nc(NC(=O)c3nn(C)cc3[N+](=O)[O-])sc2C)cc1C,6718.5
CC(C)(C)c1ccc(-c2noc(CCC(=O)NCc3ccco3)n2)cc1,6760.0
CC1CCc2c(sc(NC(=O)c3ccc(Br)cc3)c2C(=O)O)C1,6820.0
C=CCn1c(-c2ccc(Cl)cc2Cl)cs/c1=[NH+]\c1c(C)n(C)n(-c2ccccc2)c1=O,6869.0
COc1cc(C(=O)Nc2scc(-c3ccc(Br)cc3)c2C(=O)O)cc(OC)c1OC,6880.0
COCC(C)n1c(C)cc(C(=O)COc2ccc(C)nc2[N+](=O)[O-])c1C,6883.0
O=C1OCCC1Sc1nnc(-c2ccc(Cl)cc2Cl)o1,6932.0
COc1ccc(CN(CCC(c2ccccc2)c2ccc(OC(C)C)cc2)C(=O)CCl)cc1OC,6936.5
COc1ccc(-c2nc(CN3CCN(c4ncnc5ccccc45)CC3)c(C)o2)c(OC)c1,6958.0
N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)CC1,7000.0
Oc1ccc(N=Nc2ccccc2C(F)(F)F)c2cccnc12,7030.0
CCCc1nc(SCC(=O)Nc2nnc(SCC)s2)c2c(=O)n(C)c(=O)n(C)c2n1,7035.5
Cc1ccc(NC(=O)CC(=O)c2ccc([N+](=O)[O-])cc2)cc1S(=O)(=O)Nc1cccc(Cl)c1,7046.0
CCN(CC)c1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CN1CCc2ccccc2C1,7070.0
Cn1c(N2CCN(c3ccccn3)CC2)nc2c1c(=O)n(Cc1ccc(Cl)cc1)c(=O)n2C,7188.5
COc1ccc(N(Cc2cc3cc(OC)ccc3[nH]c2=O)S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,7216.5
[C][C]1[C][C]([C])[C][N+](=C2[C]C([C])([C])[C]C(N3[C][C][C][C]3)=[C]2)[C]1,7237.0
Nc1[nH]nc2ncc3cc4ccccc4nc3c12,7353.0
COc1cc(C(=O)Nc2sc3c(c2C(=O)O)CCC(C)C3)cc(OC)c1OC,7410.0
COc1ccccc1NS(=O)(=O)c1cccc(NC(=O)c2ccc3ccccc3n2)c1,7411.0
COc1ccc(C(CCO)N2C(=O)c3ccccc3C2=O)cc1OC,7500.0
Cc1ccc2c(c1)CCCN2S(=O)(=O)c1cccc(C(=O)Nc2ccccc2C(=O)O)c1,7520.0
O=C1S/C(=C\c2ccc(O)c([N+](=O)[O-])c2)C(=O)N1Cc1cccc([N+](=O)[O-])c1,7533.5
Cc1ccc(Sc2ccc(/C=C3/C(=O)NN(c4ccccc4)C3=O)o2)cc1,7563.5
Cc1nc(CN(C)C(=O)c2cc(COc3ccc4ncccc4c3)on2)cs1,7665.5
Cc1ccc(NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)c(C)c1,7677.0
CCCCCCc1cc2cc(C(=O)OCC)c(=O)oc2cc1O,7713.0
O=C(Nc1ccc(Cl)cn1)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1,7733.0
Clc1cccc(Cl)c1CON=CNc1ncnc2sccc12,7790.0
O=C(CCl)Nc1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl,7856.0
Nc1ncnc(Nc2ccccn2)c1[N+](=O)[O-],7857.0
CC(C)CCn1c(Sc2nc3ccccc3o2)nc2c1c(=O)[nH]c(=O)n2C,7888.5
COc1ccc(-n2nc3c(c2NC(=O)CCl)CSC3)cc1,7892.5
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2c(Cl)ccc(Cl)c2C1=O,7900.0
COc1ccc(CNS(=O)(=O)c2ccc3c(c2)CC(C)N3C(=O)C2CC2)cc1,7958.5
N#CCc1ccc(-c2cccc3ccncc23)cc1,7960.0
CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCC(C#N)(c5ccccc5)CC4)n3n2)cc1,8000.0
[C]C1([C])[C]C(N2[C][C][C][C]2)=[C]C(=[N+]2[C][C][C][C][C][C]2)[C]1,8007.0
COc1ccc(CN(C)S(=O)(=O)c2nnc(NC(=O)c3cccc(F)c3)s2)cc1,8030.0
N#Cc1c(-c2ccccc2)nc(SCc2cccc(C(F)(F)F)c2)[nH]c1=O,8050.0
[C]Oc1ccc(C(=O)[N]C(=C(Cl)Cl)S(=O)(=O)c2ccc([C])cc2)cc1,8067.5
COc1ccc(-n2ncc3c(N(C)C4CCCCC4)ncnc32)cc1,8112.0
Cn1c(/C=C/c2ccc(Cl)cc2)c([N+](=O)[O-])c(=O)n(C)c1=O,8133.5
CCC(NC(=O)c1ccc2nc(Cc3ccc(OC)cc3)oc2c1)c1ccncc1,8151.5
CCc1cc2c3c(c1)C(C)CC(C)(C)N3C(=O)/C2=C1\SC(=O)NC1=O,8160.0
COc1cc(Br)cc(C=Cc2ccc3cccc(O)c3n2)c1O,8181.0
Cc1ccc(CSc2nc(-c3ccccc3)c(C#N)c(=O)[nH]2)cc1,8200.0
COC(=O)c1sccc1NC(=O)CSc1ccccc1NS(=O)(=O)c1cc(Cl)ccc1Cl,8222.5
CCC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2ccncc2)cc1,8226.0
CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)c2nc(S(C)(=O)=O)ncc2Cl)cc1,8251.0
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(Cl)s1,8386.0
CCc1ccc(C(=O)OCC(=O)c2c(N)n(CC(C)C)c(=O)n(C)c2=O)cc1,8391.5
C/C=C/Cn1c(SCCCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,8490.0
Cc1nc2cc(N3CCN(C)CC3)c(NC(=O)Cc3ccccc3)cc2c(=O)n1Cc1ccccc1,8496.0
COc1ccc(CCNc2oc(COc3ccccc3Cl)nc2C#N)cc1OC,8528.0
CN1C(=Cc2cc[n+](C)c3ccccc23)C=Cc2ccccc21,8556.5
CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,8569.5
O=C(CCl)Nc1c2c(nn1-c1ccccc1)CSC2,8633.5
CC1=C(C(=O)NC2CCCc3c2cnn3-c2cccc(C)c2C)OCCO1,8635.5
COc1ccc(CCNC(=O)c2ccc3c(c2)N(Cc2ccccc2)CCS3)cc1OC,8649.5
Cc1ccc(SCc2cc(=O)[nH]c(SCC(=O)Nc3cc(Cl)ccc3Cl)n2)cc1,8650.0
Cc1ccccc1N1C(=O)NC(=O)C(=Cc2c(-c3ccccc3)[nH]c3ccccc23)C1=O,8688.5
Cc1nc(SCC(=O)N2CCc3ccccc3C2)c2c(C)c(C)sc2n1,8709.5
O=C(CCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)N1CCN(c2ccc(Cl)cc2)CC1,8751.5
Cc1noc2ncnc(N3CCN(c4cccc(Cl)c4)CC3)c12,8786.0
CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccc(C#N)cc4)CC3)ccc21,8790.0
O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(Sc2ccc(Cl)cc2)o1,8907.0
O=S(=O)(Nc1nc2ccccc2nc1Nc1ccc2c(c1)OCO2)c1ccc(F)cc1,8917.0
Nc1nc2ccccc2n1Cc1ccc(Cl)cc1,8920.0
CCOC(=O)CCn1cnc2cc(OC)c(OC)cc2c1=O,9000.0
CCOC(=O)CCCn1cnc2cc(N)ccc2c1=O,9000.0
CCOC(=O)CCCn1ccc2cc(OC(C)=O)c(OC(C)=O)cc2c1=O,9000.0
CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(C(F)(F)F)c4)nn23)CC1,9000.0
O=C(Cc1ccc(Cl)cc1)Nc1ncc([N+](=O)[O-])s1,9115.0
Cc1cccc(Nc2nc(N)nc(CCl)n2)c1C,9125.0
Cc1ccccc1CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(F)cc2)n1,9143.0
O=C(c1cc(COc2c(F)cccc2F)on1)N1CCC(c2ccncc2)CC1,9143.5
CC(=NNC(=O)c1ccccc1F)c1ccccn1,9170.5
Cc1cccc(Nc2nc(N)nc(CCl)n2)c1,9202.0
C=CCN1C(=O)NC(=O)/C(=C/C=C/c2ccccc2)C1=O,9212.5
Cc1cc(S(=O)(=O)NCc2ccncc2)c(C)cc1Br,9240.5
COc1cc(/C=C2/CCc3ccccc3C2=O)cc(OC)c1OC,9278.5
COc1ccc(O)c(-c2n[nH]cc2C(=O)c2ccccc2)c1,9312.5
CC(C)(C)C1CCC2(CC1)C(C#N)=C(SCC(=O)NC1CCCCC1)NC(=O)C2C#N,9315.5
CCCCCCC1=Cc2cc(=C3NN=C(c4ccccc4OC)O3)c(=O)oc2=CC1=O,9411.5
COc1cc(/C=C/c2ccc3cccc(O)c3n2)cc(Cl)c1OC,9424.5
O=C1C=C(N2CCOCC2)c2ccccc2C1=O,9463.5
CCOC(=O)c1sc2ccccc2c1OC(=O)c1ccc(C)cc1,9527.5
N#Cc1ccc(Cl)cc1NC(=O)CSc1nc2nc(-c3cccs3)cc(C(F)(F)F)c2c(=O)[nH]1,9548.0
CC1CCc2c(sc(NC(=O)/C=C/c3cccs3)c2C(=O)O)C1,9630.0
Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3Cl)ccc12,9679.0
Cc1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1S(=O)(=O)N1CCCCC1,9681.0
Cc1cc(C)cc(NC(=O)/C=C/c2ccc([N+](=O)[O-])s2)c1,9786.5
COc1ccc(NS(=O)(=O)c2ccc3c(c2)Cc2ccccc2-3)cn1,9793.5
Cc1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1S(=O)(=O)N1CCCCC1,9820.0
Cc1cccc(-n2ncc3c2CCCC3NC(=O)C2(C(N)=O)CC2)c1C,9933.5
CCOC(=O)CCn1c(=O)c2c(ncn2C)n(C)c1=O,10000.0
CCOC(=O)CCCN1CNc2ccc(N)cc2C1=O,10000.0
COc1cc2ccn(CCCC(=O)OCCN3CCOCC3)c(=O)c2cc1OC,10000.0
COc1ccc(N2CCN(C(=O)c3ccc(CNS(=O)(=O)c4ccc(C)cc4)cc3)CC2)cc1,10060.5
COc1ccc(C=CC(=O)c2c(C)cc(C)[nH]c2=O)c2ccccc12,10131.0
CCN(CC)S(=O)(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,10131.5
O=c1nc(C(F)(F)F)cc(C=Cc2cc([N+](=O)[O-])ccc2Cl)[nH]1,10247.5
COc1ccc(-c2cc(N)n(S(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1OC,10300.0
COc1cc(/C=C/c2ccc3cccc(O)c3n2)cc(Br)c1OC,10402.5
O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,10415.5
Cc1ccc2c(c1)N(C)/C(=C/c1cccc[n+]1C)S2,10551.5
Cn1cc(S(=O)(=O)N2CCc3ccccc32)cc1C(=O)NC(C)(C)C,10556.5
COc1cccc(/C=C/c2ccc3cccc(O)c3n2)c1OC,10561.0
O=C(O)CCn1cc(/C=C/C(=O)c2ccc(Cl)cc2)c(-c2cccc(Br)c2)n1,10640.0
O=C(NC1CCCc2c1cnn2-c1ccccc1F)c1cc(-c2ccccc2)n[nH]1,10700.0
CSc1cccc(NS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)c1,10753.5
Cc1ccc(/C=C/c2ccc(N(C)C)cc2)[n+](C)c1,10787.0
CCOC(=O)c1ccc(NC(=O)c2ccc(CCN3CCc4ccccc4C3)cc2)cc1,10800.0
Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3ccc(F)cc3)n2)c1,10869.5
CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1,10880.0
COC(=O)c1scc(S(=O)(=O)C(C)C)c1NN=C(C#N)C(=O)c1ccc(Cl)cc1,10900.0
Cc1nc2ccc(NS(=O)(=O)c3ccc(C)c(C)c3)cc2s1,10921.0
CCOC(=O)CCCn1ccc2cc(OC(=O)OCC)c(OC(=O)OCC)cc2c1=O,11000.0
Nc1ncc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cc1C(F)(F)F,11000.0
O=S(=O)(c1cnc2ccc(-c3cncc(C(F)(F)F)c3)nn12)N1CCN(c2ccccn2)CC1,11000.0
CCCc1nc(SCC(=O)N2CCC(Cc3ccccc3)CC2)c2c(=O)n(C)c(=O)n(C)c2n1,11000.0
CCOC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,11000.0
CCOC(=O)CCCn1cnc2cc(OC)c(OC)c([N+](=O)[O-])c2c1=O,11000.0
O=S(=O)(c1cnc2ccc(-c3cccnc3)nn12)N1CCN(c2ccccn2)CC1,11000.0
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nc2ccccc2c(=O)n1-c1ccc(CC)cc1,11100.0
CC(Sc1nnc2c(n1)[nH]c1ccccc12)C(=O)NC1CCCCC1,11141.5
CC(=O)Nc1nc(C)c(-c2csc(Nc3cccc([N+](=O)[O-])c3)n2)s1,11146.5
S=C(NNc1ccnc2cc(Cl)ccc12)Nc1ccc(Cl)cc1Cl,11179.5
CN(C)S(=O)(=O)N1CCC(Oc2cccc(C(=O)NC3CCCCC3)c2)CC1,11276.5
O=c1nc(C(F)(F)F)cc(C=Cc2ccccc2C(F)(F)F)[nH]1,11300.0
O=[N+]([O-])c1ccc(C=NNC(=S)Nc2ccc(Cl)cc2Cl)s1,11386.5
CCOc1cccc(C=Cc2ccc3cccc(O)c3n2)c1O,11481.5
N#Cc1c(-c2cccs2)nc(SCc2ccc(Cl)cc2)[nH]c1=O,11483.0
CCCCn1c(SCC(=O)N2CCN(c3ccccc3)CC2)nc2ccsc2c1=O,11494.0
Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1,11513.5
Cc1ccc(NC(=O)Cc2cc(C(=O)O)c3ccccc3n2)c(C)c1,11673.5
Cc1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1,11782.5
N=c1c2c(n(Cc3ccc(Cl)cc3)c3c1CCC3)CCC2,11802.5
CCCCc1nc(N2CCN(C(=O)c3ccco3)CC2)c(C#N)c2c1CCCC2,11851.5
CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cc1,12000.0
CNC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2ccccc2C1=O,12000.0
CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)n3n2)cc1,12000.0
COc1ccc(C(CC(N)=O)N2C(=O)c3ccccc3C2=O)cc1OC,12000.0
CCOC(=O)CCCn1c(=O)c2nccnc2n(C)c1=O,12000.0
CC(=O)NC(c1ccc(Cl)cc1Cl)c1ccc2cccnc2c1O,12006.0
COc1ccc(C2=Nn3c([n+](C)c4ccccc43)SC2)cc1,12244.5
Cc1cc(Cl)ccc1OCC(=O)Nc1ccccc1NS(=O)(=O)c1cccs1,12300.0
COc1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccs2)c1,12300.0
O=C(C1CC1)N1CCc2cc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)ccc21,12400.0
NC(=O)C1CCN(c2ccc(S(=O)(=O)N3CCC(Cc4ccccc4)CC3)cn2)CC1,12400.0
Nc1nc2ccccc2n1Cc1ccccc1Cl,12500.0
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,12500.0
O=c1[nH]c(CCl)nc2cc(-c3ccc(F)cc3)sc12,12569.5
COc1ccccc1NC(=O)CSc1nc2sc(C)c(C)c2c(=O)n1C,12682.0
Cc1ccc(Nc2nc(N)nc(CCl)n2)c(C)c1,12781.0
Nc1ccc(S(=O)(=O)Nc2nccc(/C=C/c3cccc(Br)c3)n2)cc1,12791.5
CN(C(=O)C(C)(C)C)c1ccc(OCC(=O)N2CCc3ccccc3C2)cc1,12857.0
O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1ccccc1Cl,12900.0
COC(=O)c1ccc(NC(=O)c2ccccc2NS(=O)(=O)c2ccccc2)cc1,12909.5
CCOC(=O)CCCn1cc(CN)c2cc(OC)c(OC)cc2c1=O,13000.0
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2cc(Cl)c(Cl)cc2C1=O,13000.0
CCCCn1c(SCC(=O)Nc2nnc(CC)s2)nc2c1c(=O)n(C)c(=O)n2C,13000.0
COc1ccc(CNc2ncnc3sccc23)cc1OC,13000.0
CCCCc1c(C)c(C#N)c2[nH]c3ccccc3n2c1=O,13135.0
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCN4C(C)=O)CC2)cc1,13200.0
C=CCN(c1ccccc1OC)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)c1,13200.0
N#Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCN4C(=O)C3CC3)CC2)cc1,13300.0
Cc1cc(C(=O)CSc2nnc(-c3ccco3)o2)c(C)n1-c1ccc2c(c1)OCCO2,13304.5
O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1ccc(Cl)cc1,13400.0
Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,13885.5
Clc1c(Cl)c(Cl)c2[nH]nnc2c1Cl,13910.0
COc1ccc(CC(=O)Nc2ccncc2Cl)cc1,13969.0
O=C1Sc2c(S(=O)(=O)Nc3ccc(O)cc3)cc(S(=O)(=O)Nc3ccc(O)cc3)c3cccc1c23,14000.0
CCOC(=O)CCCn1c(N=[N+]=[N-])nc2cc(OC)c(OC)cc2c1=O,14000.0
COc1ccc(Cl)cc1/C=C/c1ccc2cccc(O)c2n1,14005.5
CC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccccc4)CC3)cc2CC1C,14100.0
COc1ccc(C)cc1NC(=O)CSc1ccc(-c2sc(C)nc2C)nn1,14137.0
Cc1[nH]n(-c2cccc(Cl)c2)c(=O)c1-c1ccc(Cl)cc1,14156.0
CCn1c(=O)c2cnc3c(OC)cccc3c2n(-c2ccc(OC)c(OC)c2)c1=O,14200.0
O=C(Nc1nnc(S(=O)(=O)N2CCCCCC2)s1)c1ccc(Br)cc1,14249.0
CC(=O)c1cccc(NS(=O)(=O)c2ccc(NC(=O)N3CCCCC3)cc2)c1,14278.0
COc1ccc2c(c1)c(=O)oc1c(C)c(OCc3ccc(C(=O)O)cc3)ccc12,14442.0
COc1ccc(CNC(=O)c2ccc3ccccc3n2)cc1OC,14539.5
Cc1ccc(NC(=O)CCC(=O)NN=Cc2ccccc2O)cc1,14672.0
Cc1ccc(C(=O)c2cnc3cc4c(cc3c2S(=O)(=O)c2ccccc2)OCCO4)cc1,14727.5
Cc1ccc(O)c(C(=O)c2cc(C#N)c3nc4ccccc4n3c2)c1,14835.5
COc1ccc2nc(Nc3nc(C)c(C(C)=O)s3)sc2c1,14851.0
COCCn1c(C)cc(C(=O)CSc2ncnc3sc4c(c23)CCC4)c1C,14969.0
CCOC(=O)CCCn1cc(C(C)=O)c2cc(OC)c(OC)cc2c1=O,15000.0
